   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   291363    0.173    0.000    1.085    0.000 {built-in method all}
       18    0.000    0.000    0.000    0.000 {built-in method calcsize}
        3    0.000    0.000    0.000    0.000 {built-in method callable}
        5    0.000    0.000    0.000    0.000 {built-in method compile}
        1    0.039    0.039    0.039    0.039 {built-in method create}
      3/1    0.001    0.000   55.648   55.648 {built-in method exec}
        1    0.000    0.000    0.000    0.000 {built-in method get_ident}
      514    0.000    0.000    0.000    0.000 {built-in method getattr}
       35    0.000    0.000    0.000    0.000 {built-in method getlower}
   331630    0.052    0.000    0.052    0.000 {built-in method ge}
        1    0.000    0.000    0.000    0.000 {built-in method hasattr}
        2    0.000    0.000    0.000    0.000 {built-in method id}
  3205126    1.620    0.000    4.508    0.000 {built-in method isinstance}
    41/14    0.000    0.000    0.000    0.000 {built-in method issubclass}
      107    0.000    0.000    0.000    0.000 {built-in method iter}
14648/9148    0.006    0.000    0.054    0.000 {built-in method len}
        2    0.000    0.000    0.000    0.000 {built-in method listdir}
        8    0.000    0.000    0.000    0.000 {built-in method max}
      159    0.000    0.000    0.000    0.000 {built-in method min}
      104    0.000    0.000    0.000    0.000 {built-in method next}
       52    0.000    0.000    0.000    0.000 {built-in method ord}
   331631    2.089    0.000    2.089    0.000 {built-in method pow}
        5    0.000    0.000    0.000    0.000 {built-in method proxy}
        4    0.000    0.000    0.000    0.000 {built-in method putenv}
        3    0.000    0.000    0.000    0.000 {built-in method repr}
        5    0.000    0.000    0.000    0.000 {built-in method setattr}
       34    0.000    0.000    0.000    0.000 {built-in method sizeof}
        7    0.000    0.000    0.000    0.000 {built-in method stat}
      307    0.000    0.000    0.000    0.000 {built-in method sum}
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       25    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       28    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      118    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      912    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
      133    0.018    0.000    0.018    0.000 {method 'call' of 'tkapp' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'createcommand' of 'tkapp' objects}
        3    0.000    0.000    0.000    0.000 {method 'deletecommand' of 'tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      637    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvar' of 'tkapp' objects}
       10    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       30    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
   395658    0.048    0.000    0.048    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      153    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1   39.620   39.620   39.636   39.636 {method 'mainloop' of 'tkapp' objects}
        3    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       16    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       86    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}

